# BUSCO version is: 5.4.4 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
10608at4891	Complete	ptg000011l	86102	87412	-	494.8	329	https://www.orthodb.org/v10?query=10608at4891	tRNA guanosine-2'-O-methyltransferase
10618at4891	Complete	ptg000005l	280752	282290	-	406.7	267	https://www.orthodb.org/v10?query=10618at4891	Protein kinase domain
10619at4891	Complete	ptg000003l	792606	794213	+	427.9	372	https://www.orthodb.org/v10?query=10619at4891	Thiamine phosphate synthase
10626at4891	Complete	ptg000009l	252803	254689	+	597.9	443	https://www.orthodb.org/v10?query=10626at4891	Oxoglutarate/iron-dependent dioxygenase
10638at4891	Complete	ptg000007l	104048	105241	+	553.2	332	https://www.orthodb.org/v10?query=10638at4891	tRNA-dihydrouridine synthase
10646at4891	Complete	ptg000017l	84391	85722	-	503.3	341	https://www.orthodb.org/v10?query=10646at4891	Aminoacyl-tRNA synthetase, class II
10649at4891	Complete	ptg000004l	231061	232851	-	392.8	310	https://www.orthodb.org/v10?query=10649at4891	WD40-repeat-containing domain
10660at4891	Complete	ptg000013l	518991	520943	+	714.6	485	https://www.orthodb.org/v10?query=10660at4891	Coronin
10670at4891	Complete	ptg000008l	602927	604354	+	331.7	377	https://www.orthodb.org/v10?query=10670at4891	SWR1-complex protein 4
10684at4891	Complete	ptg000002l	609797	611446	+	445.2	355	https://www.orthodb.org/v10?query=10684at4891	SH3 domain
10695at4891	Complete	ptg000016l	358702	361125	-	347.4	428	https://www.orthodb.org/v10?query=10695at4891	Cadherin-like
10719at4891	Complete	ptg000003l	105348	107192	+	247.4	334	https://www.orthodb.org/v10?query=10719at4891	NCA2-domain-containing protein
10727at4891	Complete	ptg000005l	651560	653623	+	265.0	319	https://www.orthodb.org/v10?query=10727at4891	TRAPP III complex, Trs85
10743at4891	Complete	ptg000003l	852475	854271	-	378.8	476	https://www.orthodb.org/v10?query=10743at4891	Signal recognition particle subunit SRP68
10759at4891	Complete	ptg000001l	165690	167102	+	590.1	430	https://www.orthodb.org/v10?query=10759at4891	Heat shock protein DnaJ, cysteine-rich domain
10800at4891	Complete	ptg000005l	1392733	1394622	+	762.4	413	https://www.orthodb.org/v10?query=10800at4891	Non-specific serine/threonine protein kinase
10825at4891	Complete	ptg000008l	177576	179024	-	685.2	410	https://www.orthodb.org/v10?query=10825at4891	Zf-ZPR1-domain-containing protein
10849at4891	Complete	ptg000003l	681866	683080	+	575.0	328	https://www.orthodb.org/v10?query=10849at4891	Aspartic peptidase A1 family
10854at4891	Complete	ptg000008l	835299	836663	-	421.9	332	https://www.orthodb.org/v10?query=10854at4891	mRNA-capping enzyme subunit alpha
10861at4891	Complete	ptg000004l	137217	139655	-	314.7	444	https://www.orthodb.org/v10?query=10861at4891	FAS1 domain
10872at4891	Complete	ptg000006l	313185	314984	-	628.6	410	https://www.orthodb.org/v10?query=10872at4891	Vacuolar amino acid transporter 1
10892at4891	Complete	ptg000009l	58084	59499	+	563.7	352	https://www.orthodb.org/v10?query=10892at4891	Protein AFG1
10896at4891	Complete	ptg000010l	81433	82689	-	259.0	235	https://www.orthodb.org/v10?query=10896at4891	PPM-type phosphatase domain
10924at4891	Complete	ptg000006l	473331	474797	+	353.9	313	https://www.orthodb.org/v10?query=10924at4891	Actin family
10934at4891	Complete	ptg000002l	519796	521106	-	716.9	365	https://www.orthodb.org/v10?query=10934at4891	Peptide chain release factor eRF1/aRF1
10963at4891	Complete	ptg000004l	145817	147190	+	468.9	307	https://www.orthodb.org/v10?query=10963at4891	General transcription and DNA repair factor IIH
10968at4891	Complete	ptg000002l	565275	567011	-	575.6	371	https://www.orthodb.org/v10?query=10968at4891	polyubiquitin-tagged protein recognition complex, Npl4 component
10975at4891	Complete	ptg000006l	339022	341031	+	711.0	502	https://www.orthodb.org/v10?query=10975at4891	Nucleolar protein 9
11009at4891	Complete	ptg000002l	135466	136836	-	459.8	323	https://www.orthodb.org/v10?query=11009at4891	ubiquinol-cytochrome c reductase core subunit 1
11034at4891	Complete	ptg000003l	299446	300543	-	680.6	325	https://www.orthodb.org/v10?query=11034at4891	Glutamine synthetase
11037at4891	Complete	ptg000015l	443074	444366	+	613.1	360	https://www.orthodb.org/v10?query=11037at4891	ATP-dependent RNA helicase DBP8
11039at4891	Complete	ptg000002l	48678	49826	-	473.9	284	https://www.orthodb.org/v10?query=11039at4891	Methionine aminopeptidase 2
11107at4891	Complete	ptg000001l	22428	24368	-	426.3	326	https://www.orthodb.org/v10?query=11107at4891	DUF155-domain-containing protein
11155at4891	Missing
11161at4891	Complete	ptg000005l	170916	172313	-	705.0	358	https://www.orthodb.org/v10?query=11161at4891	ATP-dependent RNA helicase DHH1
11184at4891	Complete	ptg000015l	444724	446256	+	706.3	403	https://www.orthodb.org/v10?query=11184at4891	60S ribosomal export protein NMD3
11198at4891	Complete	ptg000005l	399934	401097	+	722.9	349	https://www.orthodb.org/v10?query=11198at4891	Actin family
11201at4891	Complete	ptg000005l	1242199	1243482	+	710.8	345	https://www.orthodb.org/v10?query=11201at4891	26S Proteasome regulatory subunit 6B
11232at4891	Complete	ptg000005l	1147738	1149177	-	355.3	263	https://www.orthodb.org/v10?query=11232at4891	Svf1-like, C-terminal
11266at4891	Complete	ptg000011l	415141	416586	-	671.3	370	https://www.orthodb.org/v10?query=11266at4891	ATP-dependent RNA helicase DBP5
11279at4891	Complete	ptg000013l	371926	373113	-	690.4	319	https://www.orthodb.org/v10?query=11279at4891	Ketol-acid reductoisomerase, mitochondrial
11326at4891	Complete	ptg000005l	1337934	1339250	-	407.2	324	https://www.orthodb.org/v10?query=11326at4891	Tetratricopeptide-like helical domain superfamily
11330at4891	Complete	ptg000009l	318148	319590	-	660.5	420	https://www.orthodb.org/v10?query=11330at4891	Peptidase M24
11349at4891	Complete	ptg000002l	335403	338078	-	536.5	506	https://www.orthodb.org/v10?query=11349at4891	Tetratricopeptide repeat
11350at4891	Complete	ptg000005l	754248	758138	+	632.0	617	https://www.orthodb.org/v10?query=11350at4891	mRNA export factor Sac3
11365at4891	Complete	ptg000008l	822291	823817	+	291.0	308	https://www.orthodb.org/v10?query=11365at4891	Nuclear polyadenylated RNA-binding protein NAB2
11379at4891	Complete	ptg000005l	1278989	1281526	+	269.2	472	https://www.orthodb.org/v10?query=11379at4891	Pre-mRNA-splicing factor SYF1
11405at4891	Complete	ptg000007l	847798	850221	-	773.1	587	https://www.orthodb.org/v10?query=11405at4891	Mitochondrial escape protein 2
11444at4891	Complete	ptg000014l	542191	543486	-	698.3	380	https://www.orthodb.org/v10?query=11444at4891	Adenylosuccinate synthetase
11448at4891	Complete	ptg000016l	72122	73333	+	471.3	321	https://www.orthodb.org/v10?query=11448at4891	DNA primase
11469at4891	Complete	ptg000017l	519127	520284	-	580.5	309	https://www.orthodb.org/v10?query=11469at4891	tRNA N6-adenosine threonylcarbamoyltransferase
11530at4891	Complete	ptg000002l	700234	701553	-	542.4	347	https://www.orthodb.org/v10?query=11530at4891	Similar to Saccharomyces cerevisiae YBR243C ALG7 UDP-N-acetyl-glucosamine-1-P transferase
11568at4891	Complete	ptg000017l	404474	405697	-	347.1	320	https://www.orthodb.org/v10?query=11568at4891	WD40-repeat-containing domain
11569at4891	Complete	ptg000011l	916726	918093	-	620.9	384	https://www.orthodb.org/v10?query=11569at4891	Gamma-glutamyl phosphate reductase
11586at4891	Complete	ptg000011l	807585	808895	-	686.1	336	https://www.orthodb.org/v10?query=11586at4891	ATPase, AAA-type, conserved site
11624at4891	Complete	ptg000003l	127261	128370	-	375.3	277	https://www.orthodb.org/v10?query=11624at4891	Lysophosphatidylcholine acyltransferase
11625at4891	Complete	ptg000016l	273518	274765	-	595.4	324	https://www.orthodb.org/v10?query=11625at4891	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
11626at4891	Complete	ptg000001l	168716	170182	+	744.5	408	https://www.orthodb.org/v10?query=11626at4891	Dihydrolipoyl dehydrogenase
11682at4891	Complete	ptg000008l	179533	180762	+	617.3	360	https://www.orthodb.org/v10?query=11682at4891	P-loop containing nucleoside triphosphate hydrolase protein
11696at4891	Complete	ptg000007l	511410	512942	-	677.6	384	https://www.orthodb.org/v10?query=11696at4891	WD40-repeat-containing domain
11698at4891	Complete	ptg000001l	18747	20381	+	420.7	304	https://www.orthodb.org/v10?query=11698at4891	Coatomer subunit delta
11745at4891	Complete	ptg000008l	226768	227934	+	616.0	324	https://www.orthodb.org/v10?query=11745at4891	Tyrosine--tRNA ligase
11759at4891	Complete	ptg000011l	72003	73298	+	571.1	350	https://www.orthodb.org/v10?query=11759at4891	1,3-beta-glucanosyltransferase
11780at4891	Complete	ptg000006l	365002	366198	-	646.2	314	https://www.orthodb.org/v10?query=11780at4891	Ribonucleotide reductase small subunit
11796at4891	Complete	ptg000011l	605027	606574	-	272.5	329	https://www.orthodb.org/v10?query=11796at4891	Mannosyltransferase
11809at4891	Complete	ptg000017l	397370	399406	-	253.8	270	https://www.orthodb.org/v10?query=11809at4891	PAN2-PAN3 deadenylation complex subunit PAN3
11823at4891	Complete	ptg000017l	394692	396029	+	539.3	336	https://www.orthodb.org/v10?query=11823at4891	THIF-type NAD/FAD binding fold
11825at4891	Complete	ptg000005l	191364	192698	+	430.8	340	https://www.orthodb.org/v10?query=11825at4891	Winged helix-like DNA-binding domain superfamily
11838at4891	Complete	ptg000008l	918760	920427	-	576.0	406	https://www.orthodb.org/v10?query=11838at4891	P-loop containing nucleoside triphosphate hydrolase protein
11851at4891	Complete	ptg000005l	252030	254180	+	346.7	480	https://www.orthodb.org/v10?query=11851at4891	Nucleoporin NUP84
11866at4891	Complete	ptg000006l	336939	338642	+	815.4	478	https://www.orthodb.org/v10?query=11866at4891	GroEL-like apical domain superfamily
11876at4891	Complete	ptg000011l	445360	446520	+	689.9	347	https://www.orthodb.org/v10?query=11876at4891	Ribosomal protein L3
11892at4891	Complete	ptg000005l	645990	647408	-	534.7	347	https://www.orthodb.org/v10?query=11892at4891	Membrane protein TMS1
11902at4891	Complete	ptg000009l	531250	533211	+	218.8	271	https://www.orthodb.org/v10?query=11902at4891	P-loop containing nucleoside triphosphate hydrolase
11916at4891	Complete	ptg000008l	249316	250419	-	577.4	329	https://www.orthodb.org/v10?query=11916at4891	P-loop containing nucleoside triphosphate hydrolase protein
11940at4891	Duplicated	ptg000004l	273857	275830	-	686.7	511	https://www.orthodb.org/v10?query=11940at4891	Transmembrane 9 superfamily member
11940at4891	Duplicated	ptg000005l	649309	651291	-	653.4	505	https://www.orthodb.org/v10?query=11940at4891	Transmembrane 9 superfamily member
11978at4891	Duplicated	ptg000009l	324024	325430	+	789.2	401	https://www.orthodb.org/v10?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
11978at4891	Duplicated	ptg000016l	229516	230922	+	787.4	403	https://www.orthodb.org/v10?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
12025at4891	Complete	ptg000011l	181738	184125	+	271.8	437	https://www.orthodb.org/v10?query=12025at4891	Putative N-terminal acetyltransferase complex subunit
12039at4891	Complete	ptg000011l	131246	132520	-	721.5	367	https://www.orthodb.org/v10?query=12039at4891	Tryptophanyl-tRNA synthetase
12044at4891	Complete	ptg000017l	538065	539318	+	222.9	201	https://www.orthodb.org/v10?query=12044at4891	DUF300-domain-containing protein
12110at4891	Complete	ptg000010l	178621	180042	+	374.3	322	https://www.orthodb.org/v10?query=12110at4891	Aminoacyl-tRNA synthetase, class II
12111at4891	Complete	ptg000003l	717218	718435	+	572.9	300	https://www.orthodb.org/v10?query=12111at4891	Protoheme IX farnesyltransferase, mitochondrial
12134at4891	Complete	ptg000014l	412249	416970	+	639.7	672	https://www.orthodb.org/v10?query=12134at4891	THO complex, subunitTHOC2, C-terminal
12169at4891	Complete	ptg000008l	399901	401712	-	722.7	536	https://www.orthodb.org/v10?query=12169at4891	Pescadillo homolog
12175at4891	Complete	ptg000011l	655010	656863	-	683.9	486	https://www.orthodb.org/v10?query=12175at4891	Membrane bound O-acyl transferase, MBOAT
12194at4891	Complete	ptg000011l	50266	53403	-	676.4	710	https://www.orthodb.org/v10?query=12194at4891	RNA polymerase-associated protein CTR9
12225at4891	Complete	ptg000017l	57185	60472	+	553.0	769	https://www.orthodb.org/v10?query=12225at4891	Exportin-T
12232at4891	Complete	ptg000014l	496400	497467	-	526.8	296	https://www.orthodb.org/v10?query=12232at4891	N-terminal nucleophile aminohydrolase
12237at4891	Complete	ptg000014l	480272	481933	+	261.2	307	https://www.orthodb.org/v10?query=12237at4891	WD40-repeat-containing domain
12254at4891	Complete	ptg000009l	541901	543013	+	627.8	308	https://www.orthodb.org/v10?query=12254at4891	Pyruvate dehydrogenase E1 component subunit alpha
12256at4891	Complete	ptg000003l	473143	475539	-	532.6	619	https://www.orthodb.org/v10?query=12256at4891	Vps16, C-terminal
12258at4891	Complete	ptg000005l	438504	439820	+	681.2	345	https://www.orthodb.org/v10?query=12258at4891	26S Proteasome regulatory subunit 4
12292at4891	Complete	ptg000003l	666933	669515	-	677.9	468	https://www.orthodb.org/v10?query=12292at4891	ABC transporter type 1, transmembrane domain
12307at4891	Complete	ptg000005l	181629	183458	-	359.4	404	https://www.orthodb.org/v10?query=12307at4891	Sas10 C-terminal domain
12308at4891	Complete	ptg000005l	653829	655847	-	755.8	489	https://www.orthodb.org/v10?query=12308at4891	Carbohydrate kinase, FGGY, C-terminal
12314at4891	Complete	ptg000007l	787354	788505	-	488.8	307	https://www.orthodb.org/v10?query=12314at4891	Cytochrome b5-like heme/steroid binding domain
12332at4891	Complete	ptg000016l	275035	276531	+	442.0	364	https://www.orthodb.org/v10?query=12332at4891	Protein SHQ1
12347at4891	Complete	ptg000003l	339406	342108	+	824.6	599	https://www.orthodb.org/v10?query=12347at4891	Mitochondrial carrier
12349at4891	Complete	ptg000009l	61087	62097	-	411.5	265	https://www.orthodb.org/v10?query=12349at4891	ribosomal protein L2
12381at4891	Complete	ptg000016l	66635	67927	-	384.0	300	https://www.orthodb.org/v10?query=12381at4891	WD40-repeat-containing domain
12422at4891	Complete	ptg000013l	266411	267742	+	695.9	386	https://www.orthodb.org/v10?query=12422at4891	Pyridoxal phosphate-dependent transferase
12445at4891	Complete	ptg000011l	731631	732914	-	517.8	353	https://www.orthodb.org/v10?query=12445at4891	Nicotinate phosphoribosyltransferase
12450at4891	Complete	ptg000014l	76437	77396	+	419.1	257	https://www.orthodb.org/v10?query=12450at4891	4-hydroxybenzoate polyprenyltransferase, mitochondrial
12468at4891	Complete	ptg000017l	382608	385706	+	426.7	623	https://www.orthodb.org/v10?query=12468at4891	Armadillo-type fold
12469at4891	Complete	ptg000006l	218054	219748	-	399.1	386	https://www.orthodb.org/v10?query=12469at4891	Leucine-rich repeat, cysteine-containing subtype
12487at4891	Complete	ptg000011l	878101	879261	+	546.1	307	https://www.orthodb.org/v10?query=12487at4891	Carbamoyl-phosphate synthase arginine-specific small chain
12502at4891	Complete	ptg000011l	620212	621648	+	419.4	355	https://www.orthodb.org/v10?query=12502at4891	SUN domain
12523at4891	Complete	ptg000002l	685175	686464	-	414.7	291	https://www.orthodb.org/v10?query=12523at4891	mRNA cap guanine-N7 methyltransferase
12541at4891	Complete	ptg000014l	361660	364252	-	786.8	395	https://www.orthodb.org/v10?query=12541at4891	ATP-dependent RNA helicase DBP2
12549at4891	Complete	ptg000004l	351378	352682	+	637.6	304	https://www.orthodb.org/v10?query=12549at4891	Mitogen-activated protein kinase
12560at4891	Complete	ptg000003l	60855	62165	+	701.0	366	https://www.orthodb.org/v10?query=12560at4891	ATPase, AAA-type, conserved site
12562at4891	Complete	ptg000009l	479723	482104	+	363.3	410	https://www.orthodb.org/v10?query=12562at4891	Conserved oligomeric Golgi complex subunit 3
12567at4891	Complete	ptg000003l	511449	512867	-	468.9	326	https://www.orthodb.org/v10?query=12567at4891	Mitochondrial import inner membrane translocase subunit TIM50
12584at4891	Complete	ptg000005l	986192	989197	+	725.4	621	https://www.orthodb.org/v10?query=12584at4891	P-type ATPase
12627at4891	Complete	ptg000007l	367041	368363	-	509.2	337	https://www.orthodb.org/v10?query=12627at4891	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial
12629at4891	Complete	ptg000014l	418993	420447	-	612.7	372	https://www.orthodb.org/v10?query=12629at4891	Ammonium transporter
12635at4891	Complete	ptg000003l	896282	898234	+	596.5	442	https://www.orthodb.org/v10?query=12635at4891	Galactose oxidase
12664at4891	Complete	ptg000017l	578778	580511	+	506.9	347	https://www.orthodb.org/v10?query=12664at4891	Uroporphyrin-III C-methyltransferase
12680at4891	Complete	ptg000017l	411238	412215	+	280.5	257	https://www.orthodb.org/v10?query=12680at4891	WD40-repeat-containing domain
12684at4891	Complete	ptg000010l	204665	205912	-	755.6	399	https://www.orthodb.org/v10?query=12684at4891	Phosphoglycerate kinase
12717at4891	Complete	ptg000005l	538914	539990	+	567.1	308	https://www.orthodb.org/v10?query=12717at4891	Uroporphyrinogen decarboxylase
12728at4891	Complete	ptg000014l	659073	660503	-	625.8	398	https://www.orthodb.org/v10?query=12728at4891	Homoserine O-acetyltransferase
12732at4891	Complete	ptg000006l	450767	452470	-	304.3	300	https://www.orthodb.org/v10?query=12732at4891	Amino-acid acetyltransferase, mitochondrial
12737at4891	Complete	ptg000009l	200183	202216	+	258.9	334	https://www.orthodb.org/v10?query=12737at4891	Mediator of RNA polymerase II transcription subunit 17
12784at4891	Complete	ptg000003l	622030	623565	+	596.9	402	https://www.orthodb.org/v10?query=12784at4891	RNA polymerase II transcription factor B subunit 2
12794at4891	Complete	ptg000013l	52044	54449	+	374.4	345	https://www.orthodb.org/v10?query=12794at4891	Ankyrin repeat-containing domain
12814at4891	Complete	ptg000009l	257403	258959	-	624.8	389	https://www.orthodb.org/v10?query=12814at4891	Aspartokinase
12837at4891	Complete	ptg000006l	622473	623801	+	601.4	351	https://www.orthodb.org/v10?query=12837at4891	Bifunctional 6-phosphofructo-2-kinase/fructose-2,6-bisphosphate 2-phosphatase
12947at4891	Complete	ptg000012l	64184	65458	-	407.8	315	https://www.orthodb.org/v10?query=12947at4891	WD40-repeat-containing domain
12956at4891	Complete	ptg000005l	324510	326600	-	328.1	708	https://www.orthodb.org/v10?query=12956at4891	E3 ubiquitin protein ligase
12973at4891	Complete	ptg000011l	545726	547033	+	684.2	354	https://www.orthodb.org/v10?query=12973at4891	26S Proteasome regulatory subunit 6A
12980at4891	Complete	ptg000014l	267730	269163	+	386.7	295	https://www.orthodb.org/v10?query=12980at4891	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
13029at4891	Complete	ptg000013l	516906	518642	+	419.7	401	https://www.orthodb.org/v10?query=13029at4891	Zinc finger, RING-type
13051at4891	Complete	ptg000015l	235846	237291	+	423.1	286	https://www.orthodb.org/v10?query=13051at4891	tRNA (guanine(37)-N1)-methyltransferase
13102at4891	Complete	ptg000008l	96086	97207	-	656.1	328	https://www.orthodb.org/v10?query=13102at4891	Histone acetyltransferase GCN5
13106at4891	Complete	ptg000009l	198311	199870	+	473.4	317	https://www.orthodb.org/v10?query=13106at4891	26S proteasome non-ATPase regulatory subunit 3
13112at4891	Complete	ptg000014l	577865	579388	+	307.3	271	https://www.orthodb.org/v10?query=13112at4891	Iron hydrogenase
13129at4891	Complete	ptg000005l	243091	245238	+	337.8	286	https://www.orthodb.org/v10?query=13129at4891	Ubiquitin specific protease, conserved site
13150at4891	Complete	ptg000007l	438286	440010	+	374.5	284	https://www.orthodb.org/v10?query=13150at4891	Zinc finger, MYND-type
13164at4891	Complete	ptg000001l	122366	123679	-	453.6	305	https://www.orthodb.org/v10?query=13164at4891	tRNA pseudouridine synthase
13193at4891	Complete	ptg000017l	303563	306157	+	431.4	601	https://www.orthodb.org/v10?query=13193at4891	actin-like ATPase domain-containing protein
13197at4891	Complete	ptg000008l	1015512	1016582	-	533.7	289	https://www.orthodb.org/v10?query=13197at4891	Cytoplasmic tRNA 2-thiolation protein 1
13235at4891	Complete	ptg000010l	96788	98293	-	512.3	324	https://www.orthodb.org/v10?query=13235at4891	Putative lipase ATG15
13241at4891	Complete	ptg000004l	362238	364292	-	523.0	514	https://www.orthodb.org/v10?query=13241at4891	Pre-mRNA-splicing factor CLF1
13243at4891	Complete	ptg000005l	1283692	1285575	+	467.2	375	https://www.orthodb.org/v10?query=13243at4891	DNA polymerase, Y-family, little finger domain
13259at4891	Complete	ptg000011l	335079	337874	-	858.0	739	https://www.orthodb.org/v10?query=13259at4891	DNA ligase
13280at4891	Complete	ptg000003l	31747	36042	-	1018.3	1073	https://www.orthodb.org/v10?query=13280at4891	Tetratricopeptide repeat
13290at4891	Complete	ptg000008l	628559	635035	-	738.8	403	https://www.orthodb.org/v10?query=13290at4891	Delta(24(24(1)))-sterol reductase
13293at4891	Complete	ptg000011l	430927	432300	-	414.0	301	https://www.orthodb.org/v10?query=13293at4891	Ribonuclease Nob1, eukaryote
13303at4891	Complete	ptg000005l	424696	426189	+	460.8	338	https://www.orthodb.org/v10?query=13303at4891	Kinase-like protein
13320at4891	Complete	ptg000009l	374738	375832	-	444.1	287	https://www.orthodb.org/v10?query=13320at4891	WD40-repeat-containing domain
13326at4891	Complete	ptg000013l	26042	27427	-	616.0	365	https://www.orthodb.org/v10?query=13326at4891	Mitochondrial-processing peptidase subunit beta
13347at4891	Complete	ptg000017l	292160	293329	+	404.2	295	https://www.orthodb.org/v10?query=13347at4891	V-type proton ATPase subunit C
13383at4891	Complete	ptg000004l	214872	217514	-	501.8	737	https://www.orthodb.org/v10?query=13383at4891	TOG domain
13388at4891	Complete	ptg000011l	1024374	1026182	-	542.0	404	https://www.orthodb.org/v10?query=13388at4891	Rab proteins geranylgeranyltransferase component A
13407at4891	Complete	ptg000013l	98967	100385	-	463.7	360	https://www.orthodb.org/v10?query=13407at4891	Tubulin gamma chain
13437at4891	Complete	ptg000011l	233342	234805	+	441.9	356	https://www.orthodb.org/v10?query=13437at4891	Glutathione synthetase
13501at4891	Complete	ptg000004l	205236	208292	-	182.7	472	https://www.orthodb.org/v10?query=13501at4891	Guanine nucleotide exchange factor
13503at4891	Complete	ptg000011l	812479	813519	+	443.4	294	https://www.orthodb.org/v10?query=13503at4891	GPN-loop GTPase
13507at4891	Complete	ptg000012l	54690	55994	+	358.9	251	https://www.orthodb.org/v10?query=13507at4891	Kinase-like protein
13519at4891	Complete	ptg000003l	80508	81974	+	264.1	312	https://www.orthodb.org/v10?query=13519at4891	Origin recognition complex subunit 4
13590at4891	Complete	ptg000015l	400167	401627	-	143.3	223	https://www.orthodb.org/v10?query=13590at4891	Maintenance of telomere capping protein 6
13634at4891	Complete	ptg000013l	296447	297838	-	513.9	350	https://www.orthodb.org/v10?query=13634at4891	Septin
13648at4891	Duplicated	ptg000005l	1433664	1434797	-	658.4	337	https://www.orthodb.org/v10?query=13648at4891	S-adenosylmethionine synthase
13648at4891	Duplicated	ptg000013l	49366	50511	+	655.1	337	https://www.orthodb.org/v10?query=13648at4891	S-adenosylmethionine synthase
13656at4891	Complete	ptg000011l	59398	60666	+	487.3	323	https://www.orthodb.org/v10?query=13656at4891	Pyridoxal phosphate-dependent transferase
13703at4891	Complete	ptg000002l	558803	560137	-	608.4	371	https://www.orthodb.org/v10?query=13703at4891	Prephenate dehydrogenase
13721at4891	Complete	ptg000016l	172510	173913	-	468.5	325	https://www.orthodb.org/v10?query=13721at4891	Protein TED1
13726at4891	Complete	ptg000011l	674545	675726	+	396.8	285	https://www.orthodb.org/v10?query=13726at4891	Phosphoserine aminotransferase
13733at4891	Complete	ptg000009l	159128	160396	-	528.3	327	https://www.orthodb.org/v10?query=13733at4891	Mannose-6-phosphate isomerase
13738at4891	Complete	ptg000009l	448394	449851	+	546.8	321	https://www.orthodb.org/v10?query=13738at4891	Cytochrome c oxidase assembly protein COX15
13757at4891	Complete	ptg000002l	686773	689286	+	675.3	568	https://www.orthodb.org/v10?query=13757at4891	p-loop containing nucleoside triphosphate hydrolase protein
13765at4891	Complete	ptg000003l	199022	200302	-	562.6	358	https://www.orthodb.org/v10?query=13765at4891	26S proteasome regulatory subunit RPN7
13776at4891	Complete	ptg000010l	117392	118933	-	646.6	401	https://www.orthodb.org/v10?query=13776at4891	Threonine synthase
13777at4891	Complete	ptg000011l	258231	259784	+	548.7	364	https://www.orthodb.org/v10?query=13777at4891	Aminoacyl-tRNA synthetase, class I, anticodon-binding
13806at4891	Complete	ptg000001l	181771	183942	+	489.9	561	https://www.orthodb.org/v10?query=13806at4891	Enhancer of polycomb-like protein
13807at4891	Complete	ptg000017l	428554	432714	-	891.1	905	https://www.orthodb.org/v10?query=13807at4891	HECT domain
13820at4891	Complete	ptg000003l	576370	577704	-	413.5	349	https://www.orthodb.org/v10?query=13820at4891	Tyrosine--tRNA ligase
13823at4891	Complete	ptg000009l	194250	195596	+	420.5	294	https://www.orthodb.org/v10?query=13823at4891	Endonuclease/exonuclease/phosphatase
13847at4891	Complete	ptg000008l	816879	818312	-	483.5	317	https://www.orthodb.org/v10?query=13847at4891	UbiB domain
13859at4891	Complete	ptg000005l	119183	122053	-	966.8	716	https://www.orthodb.org/v10?query=13859at4891	Ubiquitin conjugation factor E4, core
13862at4891	Complete	ptg000003l	678605	681064	+	570.9	428	https://www.orthodb.org/v10?query=13862at4891	Serine/threonine-protein kinase RAD53
13866at4891	Complete	ptg000005l	160075	161202	+	584.8	332	https://www.orthodb.org/v10?query=13866at4891	S-(hydroxymethyl)glutathione dehydrogenase
13867at4891	Complete	ptg000008l	691534	692745	+	680.5	326	https://www.orthodb.org/v10?query=13867at4891	26S proteasome regulatory subunit 8
13869at4891	Complete	ptg000005l	233092	234312	+	485.0	298	https://www.orthodb.org/v10?query=13869at4891	Vacuolar calcium ion transporter
13874at4891	Complete	ptg000013l	76044	77387	-	511.7	339	https://www.orthodb.org/v10?query=13874at4891	Glycylpeptide N-tetradecanoyltransferase
13875at4891	Complete	ptg000009l	440480	441829	+	606.9	357	https://www.orthodb.org/v10?query=13875at4891	Rab GDP dissociation inhibitor
13909at4891	Complete	ptg000006l	187521	188867	+	792.0	377	https://www.orthodb.org/v10?query=13909at4891	Actin family
13923at4891	Complete	ptg000013l	381248	382981	-	341.4	273	https://www.orthodb.org/v10?query=13923at4891	Metallo-dependent phosphatase
13964at4891	Complete	ptg000017l	93575	95926	-	582.4	458	https://www.orthodb.org/v10?query=13964at4891	ABC transporter type 1, transmembrane domain
13973at4891	Complete	ptg000015l	233049	234200	+	538.0	293	https://www.orthodb.org/v10?query=13973at4891	Deoxyhypusine synthase
14015at4891	Complete	ptg000016l	160682	161914	+	361.1	230	https://www.orthodb.org/v10?query=14015at4891	cAMP-dependent protein kinase regulatory subunit
14020at4891	Complete	ptg000004l	60141	62294	-	254.1	384	https://www.orthodb.org/v10?query=14020at4891	K Homology domain
14024at4891	Complete	ptg000014l	579968	581461	+	612.3	375	https://www.orthodb.org/v10?query=14024at4891	Glucose-6-phosphate 1-dehydrogenase
14054at4891	Complete	ptg000013l	492002	493084	+	468.7	284	https://www.orthodb.org/v10?query=14054at4891	Dihydroorotase
14055at4891	Complete	ptg000006l	177978	179033	-	458.3	263	https://www.orthodb.org/v10?query=14055at4891	P-loop containing nucleoside triphosphate hydrolase protein
14062at4891	Complete	ptg000011l	621817	623166	-	450.2	328	https://www.orthodb.org/v10?query=14062at4891	IMP-specific 5'-nucleotidase 1
14069at4891	Complete	ptg000011l	787739	789052	+	604.0	331	https://www.orthodb.org/v10?query=14069at4891	Histone acetyltransferase
